,ingredients_text,carbohydrates_100g,fiber_100g,sugars_100g,proteins_100g,fat_100g,saturated-fat_100g
2,peanuts wheat-flour sugar rice-flour tapioca-starch salt leavening ammonium-bicarbonate baking-soda  soy-sauce water soybeans wheat salt  potato-starch,1.1196063064049482,1.2554717803149515,0.37125857822660135,0.8594352392565162,0.13791704148108114,-0.7004115095156422
30,organic-coconut,0.8660165144105638,1.1413162176791611,-0.25036342454919086,-0.34655223024606807,0.7724437276819618,3.068281382542094
148,cranberries sugar sunflower-oil,1.896869327395867,2.0830996094244343,3.0827304241145743,-1.0654026700657497,-0.7955793848408075,-0.7004115095156422
149,apricots sulfur-dioxide,1.1811138575797382,1.3696273429507424,2.2955647601884817,-0.7959684722322858,-0.7955793848408075,-0.7004115095156422
171,almonds,-0.27926096081610785,3.024883001169708,-0.43590564879147375,1.0900709126019614,1.817792469363808,-0.22985480420809598
200,wheat-flour butter cream  water yeast sugar salt eggs wheat-gluten ascorbic-acid enzymes,0.5509191712413894,-0.39978387790401354,-0.33257973948289704,-0.22584570961667622,0.08669495313867065,0.767781934371867
201,enriched-wheat-flour wheat-flour malted-barley-flour niacin iron thiamine-mononitrate riboflavin folic-acid  sugar blueberries eggs soybean-oil water palm-oil corn-starch leavening sodium-acid-pyrophosphate baking-soda  natural-flavor s,0.6560661581658904,-0.5139394405398042,0.8195597008718778,-0.36702922928141124,0.027110074862805478,-0.17757072584059083
211,enriched-wheat-flour wheat-flour malted-barley-flour niacin iron thiamine-mononitrate riboflavin folic-acid  sugar eggs blueberries soybean-oil water corn-starch leavening sodium-acid-pyrophosphate baking-soda  natural-flavor soy-flour ,0.6100213991858804,-0.42832276856296125,0.816782122664658,-0.3681069660727452,0.03442751605457843,-0.28496504897384467
213,apples sugar unbleached-enriched-wheat-flour niacin reduced-iron thiamin-mononitrate riboflavin folic-acid palm-oil water modified-corn-starch cultured-dextrose maltodextrin cultured-dextrose  dextrose salt cinnamon agar carob-bean-gum,0.3742997226165744,-0.3141672059271705,0.6890135251325469,-0.8897315730783312,-0.07324340433865176,0.2180925699135021
279,pasteurized-milk cheese-cultures salt-and-enzymes,-0.8438246847277254,-0.7707894564703334,-0.6208923573923127,1.628939308268889,0.6977012926517098,1.8233550841158221
343,spinach,-0.8451991551450392,-0.08585608065558911,-0.6208923573923127,-0.8121345241022937,-0.7955793848408075,-0.7004115095156422
346,celery,-0.8414193614974264,-0.25708942460927514,-0.5197885106495118,-1.0654026700657497,-0.7955793848408075,-0.7004115095156422
353,filtered-water lemon-juice pure-cane-sugar,-0.5084539029031735,-0.7707894564703334,0.11960999265248712,-1.0654026700657497,-0.7955793848408075,-0.7004115095156422
376,bananas strawberries,1.9786503172260341,3.3102719077591845,2.950517701450912,-0.6806506355595632,-0.7955793848408075,-0.7004115095156422
380,bananas strawberries,2.1260622694829325,2.0830996094244343,2.7122014912714523,-1.0654026700657497,-0.7955793848408075,-0.7004115095156422
448,durum-wheat-semolina water,1.4879643782450303,0.2566106072517831,-0.5214550575738437,0.47468320475032977,-0.7490613658359653,-0.7004115095156422
495,corn water salt,-0.7190914943565038,-0.3141672059271705,-0.3098035981836947,-0.8929647834523329,-0.7328584603398968,-0.7004115095156422
609,roasted-peanuts sugar palm-oil salt,-0.3222131613571621,0.9986217643844227,-0.09981868571787739,1.2926854293727261,1.9808668730661758,0.8455015103235637
670,milk cream,-0.7373032273859109,-0.7707894564703334,-0.43590564879147375,-0.7065163185515758,-0.27290501399988437,0.24211498429857203
680,sugar water whole-milk-powder chocolate-liquor emulsifier soy-lecithin,0.8374962532513037,-0.05731718999664141,2.1566858498274915,-0.25710007656535805,1.295118098522885,2.8322964882887596
713,peppers water distilled-vinegar sea-salt calcium-chloride,-0.7373032273859109,0.17099393527493995,-0.43590564879147375,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422
720,tomato-puree water tomato-paste high-fructose-corn-syrup water wheat-flour contains-2%-or-less-of-the-following:-salt ascorbic-acid natural-flavor,-0.3936856230574764,-0.5424783311987519,-0.06537671594835186,-0.8854206259129959,-0.7955793848408075,-0.7004115095156422
744,almonds salt,-0.3936856230574764,3.024883001169708,-0.43590564879147375,1.448957264116135,1.817792469363808,-0.22985480420809598
777,flour water soybean-oil sugar yeast sea-salt rosemary salt,1.1333510105780857,0.8273884204307365,-0.3120256607494705,0.13196290510616374,-0.36019163393031856,-0.7004115095156422
778,flour water soybean-oil sugar yeast salt sea-salt,1.5151101689869764,-0.7707894564703334,-0.3120256607494705,0.13196290510616374,-0.36019163393031856,-0.7004115095156422
869,cream eggs high-fructose-corn-syrup water enriched-wheat-flour wheat-flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  vegetable-oils palm coconut  corn-syrup modified-starch sugar artificial-flavor whey skim-milk s,-0.23355981944042611,-0.7707894564703334,0.045726412340440316,-0.6343079535322075,0.7374245448356199,1.7484616745623687
1093,sugar chocolate cocoa-butter milkfat soya-lecithin emulsifier  sea-salt artificial-flavor,1.0952094564976296,1.3696273429507424,2.0178069394665012,-0.5265342743988219,0.9031123203921926,2.125754888727879
1280,black-beans water salt,-0.4167080025474816,1.0556995457023182,-0.532009854761279,-0.4618700669187906,-0.7955793848408075,-0.7004115095156422
1422,tomato-concentrate water tomato-paste  sugar salt soybean-oil garlic-powder oregano citric-acid olive-oil,-0.5084539029031735,0.17099393527493995,-0.06537671594835186,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422
1430,enriched-bleached-flour wheat-flour niacin iron thiamine-mononitrate riboflavin folic-acid  yellow-corn-flour salt spices natural-flavor onion-powder turmeric,1.4879643782450303,-0.7707894564703334,-0.6208923573923127,-0.2958986010533769,-0.7955793848408075,-0.7004115095156422
1440,almonds,-0.27926096081610785,3.024883001169708,-0.43590564879147375,1.0900709126019614,1.817792469363808,-0.22985480420809598
1443,pecans,-0.5084539029031735,2.0830996094244343,-0.43590564879147375,0.012334121268105838,3.0371917765356815,0.24211498429857203
1445,walnuts,-0.5084539029031735,1.1413162176791611,-0.43590564879147375,0.7311845610877876,2.689090645555627,0.24211498429857203
1446,walnuts,-0.5084539029031735,1.1413162176791611,-0.43590564879147375,0.7311845610877876,2.689090645555627,0.24211498429857203
1448,walnuts,-0.5084539029031735,1.1413162176791611,-0.43590564879147375,0.7311845610877876,2.689090645555627,0.24211498429857203
1449,walnuts,-0.5084539029031735,1.1413162176791611,-0.43590564879147375,0.7311845610877876,2.689090645555627,0.24211498429857203
1460,pecans sugar corn-syrup brown-sugar natural-&-artificial-flavors canola-oil vanilla salt soy-lecithin an-emulsifier ,0.5062488826786931,0.2566106072517831,1.3628539982040715,-0.6806506355595632,1.2580082181931793,-0.19594080742917377
1461,pecans sugar corn-syrup brown-sugar natural-&-artificial-flavors canola-oil vanilla salt soy-lecithin an-emulsifier ,0.6289203674239441,1.2554717803149515,0.9662158302130834,-0.6806506355595632,1.4446029685833888,-0.19594080742917377
1464,pecans,-0.5084539029031735,2.0830996094244343,-0.43590564879147375,0.012334121268105838,3.0371917765356815,0.24211498429857203
1465,pecans,-0.5084539029031735,2.0830996094244343,-0.43590564879147375,0.012334121268105838,3.0371917765356815,0.24211498429857203
1466,walnuts,-0.5084539029031735,1.1413162176791611,-0.43590564879147375,0.7311845610877876,2.689090645555627,0.24211498429857203
1467,walnuts,-0.5084539029031735,1.1413162176791611,-0.43590564879147375,0.7311845610877876,2.689090645555627,0.24211498429857203
1469,pecans,-0.5084539029031735,2.0830996094244343,-0.43590564879147375,0.012334121268105838,3.0371917765356815,0.24211498429857203
1470,pecans,-0.5084539029031735,2.0830996094244343,-0.43590564879147375,0.012334121268105838,3.0371917765356815,0.24211498429857203
1471,pecans,-0.5084539029031735,2.0830996094244343,-0.43590564879147375,0.012334121268105838,3.0371917765356815,0.24211498429857203
1473,almonds potato-starch cinnamon natural-flavors dextrose modified-food-starch salt spice acesulfame-potassium sucralose,-0.10745215865189066,2.282871844037068,-0.4225732733968187,1.2441872737627027,1.6311977189735984,-0.19594080742917377
1478,almonds,-0.23012364339714173,2.282871844037068,-0.4225732733968187,1.2441872737627027,1.817792469363808,-0.19594080742917377
1489,almonds,-0.8548204480662354,-0.3141672059271705,-0.5758955904353519,-0.7151382128822467,-0.4129817453852518,-0.6424750983516501
1490,almonds,-0.27926096081610785,3.024883001169708,-0.43590564879147375,1.0900709126019614,1.817792469363808,-0.22985480420809598
1491,cashews,0.06435664351232652,0.17099393527493995,-0.25036342454919086,0.7311845610877876,1.4691686640129122,0.4766867953527843
1492,pistachios,-0.05006801872904206,2.0830996094244343,-0.25036342454919086,1.0900709126019614,1.6437419038737806,0.006130090045238017
1501,almonds walnuts,-0.3222131613571621,2.796571875898126,-0.2736950814898372,0.9553538136852294,2.144463951139385,0.1827654899354581
1504,peanuts almonds cashews salt,-0.23012364339714173,1.2554717803149515,-0.4225732733968187,1.2441872737627027,1.6311977189735984,0.05700108521362144
1505,almonds walnuts,-0.3527951281423928,2.282871844037068,-0.4225732733968187,0.8594352392565162,2.190981970144227,0.05700108521362144
1506,peanuts almonds cashews salt,-0.23012364339714173,1.2554717803149515,-0.4225732733968187,1.2441872737627027,1.6311977189735984,0.05700108521362144
1507,almonds walnuts,-0.3527951281423928,2.282871844037068,-0.4225732733968187,0.8594352392565162,2.190981970144227,0.05700108521362144
1516,walnuts sugar corn-syrup canola-oil salt soy-lecithin natural-flavor citric-acid,0.5062488826786931,0.2566106072517831,1.3628539982040715,-0.2958986010533769,1.070890793432129,-0.19594080742917377
1518,almonds natural-and-artificial-flavors cocoa-powder processed-with-alkali  potato-starch modified-food-starch salt acesulfame-potassium sucralose,-0.18098632597817563,2.482644078649702,-0.30369292612781107,1.398303634923444,1.89253490439406,-0.2962697145668188
1519,almonds natural-and-artificial-flavors cocoa-powder processed-with-alkali  potato-starch modified-food-starch salt acesulfame-potassium sucralose,-0.10745215865189066,2.282871844037068,-0.4225732733968187,1.2441872737627027,1.817792469363808,-0.19594080742917377
1520,almonds natural-&-artificial-flavors cocoa-powder processed-with-alkali  potato-starch modified-food-starch salt acesulfame-potassium sucralose,-0.10745215865189066,2.282871844037068,-0.4225732733968187,1.2441872737627027,1.6311977189735984,-0.19594080742917377
1522,walnuts sugar corn-syrup sesame-seeds salt canola-oil soy-lecithin an-emulsifier  natural-flavor citric-acid,0.5062488826786931,0.2566106072517831,1.1645349142085775,-0.2958986010533769,1.070890793432129,-0.19594080742917377
1632,popcorn sugar dextrose salt soy-lecithin,1.9786503172260341,1.2554717803149515,2.5533240178184795,-0.6806506355595632,-0.7020206724602823,-0.7004115095156422
1675,milk-chocolate,1.1481265675642083,-0.028778299337693714,2.7977509000538223,-0.7895020514842827,0.9464942931719891,1.836072832907918
1715,cured-with:-water salt sugar sodium-phosphate sodium-erythorbate sodium-nitrite,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,2.526694055449991,0.9464942931719891,0.4766867953527843
1717,sugar water bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  vegetable-oil palm soybean palm-kernel canola  cornstarch eggs food-starch-modified corn-syrup leavening baking-soda sodium,1.1144520423400222,-0.3712449872450659,1.726161227708422,-0.7614808949096024,0.0140432155917824,0.09515433158990892
1718,sugar water bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  vegetable-oil palm soybean palm-kernel canola  cornstarch eggs food-starch-modified corn-syrup leavening baking-soda sodium,1.1144520423400222,-0.3712449872450659,1.726161227708422,-0.7614808949096024,0.0140432155917824,0.1954832387275539
1724,sugar water bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  vegetable-oil palm soybean palm-kernel canola  cocoa processed-with-alkali  eggs cornstarch food-starch-modified nonfat-milk ,1.0178954955237318,-0.3712449872450659,1.6483890379062676,-0.6095200073315288,-0.132828282614517,-0.0037614923486143474
1726,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  food-starch-modified corn-syrup eggs cornstarch mono--and-diglycerides salt ,1.1481265675642083,-0.7707894564703334,2.1139111454363064,-0.8994312042003358,0.08878565062203449,0.27744206427661605
1727,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  cocoa processed-with-alkali  food-starch-modified eggs corn-syrup cornstarch ,1.0952094564976296,-0.7707894564703334,2.0283617366539364,-0.8994312042003358,0.008293797512532276,0.27744206427661605
1731,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  cocoa processed-with-alkali  food-starch-modified eggs cornstarch corn-syrup,1.0952094564976296,-0.42832276856296125,1.9933642512429672,-0.8121345241022937,-0.057563173213424114,0.13048141156795293
1733,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  food-starch-modified eggs cocoa processed-with-alkali  cornstarch corn-syrup ,1.1357563338083847,-0.42832276856296125,1.9933642512429672,-0.8121345241022937,0.0035897281749638823,0.13048141156795293
1734,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  food-starch-modified eggs cocoa processed-with-alkali  corn-syrup cornstarch ,1.1759595935148115,-0.42832276856296125,2.0589150969333545,-0.8121345241022937,0.0035897281749638823,0.13048141156795293
1736,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  cocoa processed-with-alkali  food-starch-modified eggs cornstarch corn-syrup ,1.0952094564976296,-0.42832276856296125,1.9933642512429672,-0.8121345241022937,-0.057563173213424114,0.13048141156795293
1745,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  food-starch-modified cornstarch eggs corn-syrup mono--and-diglycerides salt ,1.1680563886152573,-0.7707894564703334,2.0722474723280095,-0.9015866777830037,-0.003727713016808978,0.1559169091521446
1746,sugar water vegetable-oil palm soybean palm-kernel canola  bleached-enriched-wheat-flour flour niacin reduced-iron thiamine-mononitrate riboflavin folic-acid  cocoa processed-with-alkali  food-starch-modified eggs cornstarch corn-syrup ,1.1161701303616642,-0.34270609658611817,2.0722474723280095,-0.7388484222915915,-0.08265154301378835,0.1559169091521446
1796,milk cream sugar corn-syrup egg-yolks natural-and-artificial-flavor cellulose-gel guar-gum cellulose-gum mono--and-diglycerides locust-bean-gum polysorbate-80 carrageenan annatto for-color ,-0.15349691763190085,-0.7707894564703334,0.39459023516724784,-0.6019758497921919,-0.12132944645601668,0.36364013942304346
1899,roasted-peanuts salt,-0.2146608512023622,1.9118662654707483,-0.44757147726179697,1.628939308268889,1.817792469363808,0.1827654899354581
1900,roasted-peanuts salt,-0.2146608512023622,1.9118662654707483,-0.44757147726179697,1.628939308268889,1.817792469363808,0.1827654899354581
1917,milk cream sugar corn-syrup high-fructose-corn-syrup whey buttermilk cellulose-gel guar-gum cellulose-gum mono-&-diglycerides locust-bean-gum polysorbate-80 carrageenan natural-flavor artificial-flavor annatto for-color ,-0.16105650492712636,-0.7707894564703334,0.6812363061523317,-0.7291487911695868,-0.30531082499202156,0.1827654899354581
1960,roasted-peanuts salt,-0.2146608512023622,1.9118662654707483,-0.44757147726179697,1.628939308268889,1.817792469363808,0.1827654899354581
2060,milk cream,-0.8520715072316078,-0.7707894564703334,-0.43590564879147375,-0.7065163185515758,-0.27290501399988437,0.24211498429857203
2073,broccoli carrots,-0.7644490181278571,0.22807171659283537,-0.49034618165298194,-0.8121345241022937,-0.7955793848408075,-0.7004115095156422
2081,green-beans,-0.7239021408171019,-0.08585608065558911,-0.4247953359625946,-0.8121345241022937,-0.7955793848408075,-0.7004115095156422
2084,raisins,1.7824446651544983,0.6561550764770505,2.7122014912714523,-0.7959684722322858,-0.7955793848408075,-0.7004115095156422
2085,raisins,1.7824446651544983,0.6561550764770505,2.7122014912714523,-0.7959684722322858,-0.7955793848408075,-0.7004115095156422
2088,almonds,-0.16483629857473925,3.024883001169708,-0.43590564879147375,1.0900709126019614,1.817792469363808,-0.22985480420809598
2102,water apple-juice-concentrate,-0.5799263646034879,-0.7707894564703334,0.004062739232143251,-1.0654026700657497,-0.7955793848408075,-0.7004115095156422
2127,pasteurized-part-skim-milk cheese-cultures salt microbial-enzymes,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,1.873585559901674,0.1546426213479907,0.584081118486038
2132,pork beef salt dextrose lactic-acid-starter-culture spices sodium-ascorbate sodium-nitrite garlic-powder bha bht citric-acid,-0.8438246847277254,-0.7707894564703334,-0.4225732733968187,0.8594352392565162,0.8842960430419193,1.0659424893865586
2143,pork beef salt dextrose lactic-acid-starter-culture spices sodium-ascorbate sodium-nitrite garlic-powder bha bht citric-acid,-0.8438246847277254,-0.7707894564703334,-0.4225732733968187,0.8594352392565162,0.8842960430419193,1.0659424893865586
2231,green-beans canola-oil almonds sea-salt pepper,-0.7239021408171019,-0.08585608065558911,-0.49034618165298194,-0.9382297286883547,-0.5493997561747327,-0.7004115095156422
2268,sugar water palm-oil calcium-carbonate calcium-sulfate agar locust-bean-gum artificial-flavor dextrose corn-starch sodium-phosphate mono-and-diglycerides salt,0.9794103238389472,-0.7707894564703334,0.5168036762849192,-0.5459335366428313,0.4008222500140655,0.49081762734400186
2287,pasteurized-milk jalapeno-peppers cheese-culture salt chili-powder annatto color  enzymes,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,1.384293056636104,1.1048646275367888,1.8685737464877183
2373,cranberries evaporated-cane-syrup sunflower-oil,1.868349066236607,0.6561550764770505,2.989959311993433,-1.0654026700657497,-0.7955793848408075,-0.5237761096254222
2374,ginger evaporated-cane-syrup,2.040157868400824,-0.7707894564703334,1.4622912980225404,-1.0654026700657497,-0.7955793848408075,-0.7004115095156422
2377,almonds,-0.27926096081610785,3.024883001169708,-0.43590564879147375,1.0900709126019614,1.817792469363808,-0.22985480420809598
2383,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.40649020409831604
2384,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.40649020409831604
2389,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222
2391,skim-milk milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7412212502733515,-0.6128003511700931
2392,skim-milk milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7412212502733515,-0.6128003511700931
2393,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222
2398,skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422
2399,skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422
2414,cultured-skim-milk whey salt modified-corn-starch cultured-dextrose titanium-dioxide color  guar-gum sorbic-acid to-preserve-freshness  locust-bean-gum lactic-acid carrageenan polysorbate-80 vitamin-a-palmitate,-0.8146171883598086,-0.7707894564703334,-0.4736807124096631,0.3647540520342765,-0.7955793848408075,-0.7004115095156422
2415,cultured-skim-milk whey salt potassium-chloride modified-corn-starch cultured-dextrose artificial-color titanium-dioxide  guar-gum sorbic-acid to-preserve-freshness locust-bean-gum lactic-acid natural-flavors carrageenan polysorbate-80 vitamin-a-palmitate,-0.784035221574578,-0.7707894564703334,-0.37535444387408207,0.17399463996818418,-0.7955793848408075,-0.7004115095156422
2420,cultured-skim-milk whey salt modified-corn-starch cultured-dextrose titanium-dioxide color  guar-gum sorbic-acid to-preserve-freshness  locust-bean-gum lactic-acid carrageenan polysorbate-80 vitamin-a-palmitate,-0.8146171883598086,-0.7707894564703334,-0.4736807124096631,0.3647540520342765,-0.7955793848408075,-0.7004115095156422
2423,cultured-skim-milk whey salt modified-corn-starch cultured-dextrose titanium-dioxide color  guar-gum sorbic-acid to-preserve-freshness  locust-bean-gum lactic-acid carrageenan polysorbate-80 vitamin-a-palmitate,-0.8146171883598086,-0.7707894564703334,-0.4736807124096631,0.3647540520342765,-0.7955793848408075,-0.7004115095156422
2492,whey cream vinegar salt carrageenan,-0.8001852489780142,-0.7707894564703334,-0.3520227869334357,-0.19674681625066207,-0.5849416133919154,-0.3584453753281762
2537,pasteurized-part-skim-milk cheese-culture salt enzymes annatto for-color  vitamin-a-palmitate,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,1.628939308268889,0.3245117918712907,1.3188843820293534
