,ingredients_text,carbohydrates_100g,fiber_100g,sugars_100g,proteins_100g,fat_100g,saturated-fat_100g,clust
2268,sugar water palm-oil calcium-carbonate calcium-sulfate agar locust-bean-gum artificial-flavor dextrose corn-starch sodium-phosphate mono-and-diglycerides salt,0.9794103238389472,-0.7707894564703334,0.5168036762849192,-0.5459335366428313,0.4008222500140655,0.4908176273440018,0
2287,pasteurized-milk jalapeno-peppers cheese-culture salt chili-powder annatto color  enzymes,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,1.384293056636104,1.1048646275367888,1.8685737464877183,2
2373,cranberries evaporated-cane-syrup sunflower-oil,1.868349066236607,0.6561550764770505,2.989959311993433,-1.0654026700657495,-0.7955793848408075,-0.5237761096254222,3
2374,ginger evaporated-cane-syrup,2.040157868400824,-0.7707894564703334,1.4622912980225404,-1.0654026700657495,-0.7955793848408075,-0.7004115095156422,3
2377,almonds,-0.27926096081610785,3.024883001169708,-0.43590564879147375,1.0900709126019614,1.8177924693638081,-0.229854804208096,4
2383,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2384,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2389,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222,1
2391,skim-milk milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7412212502733515,-0.6128003511700931,1
2392,skim-milk milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7412212502733515,-0.6128003511700931,1
2393,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222,1
2398,skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422,1
2399,skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422,1
2414,cultured-skim-milk whey salt modified-corn-starch cultured-dextrose titanium-dioxide color  guar-gum sorbic-acid to-preserve-freshness  locust-bean-gum lactic-acid carrageenan polysorbate-80 vitamin-a-palmitate,-0.8146171883598086,-0.7707894564703334,-0.4736807124096631,0.3647540520342765,-0.7955793848408075,-0.7004115095156422,6
2415,cultured-skim-milk whey salt potassium-chloride modified-corn-starch cultured-dextrose artificial-color titanium-dioxide  guar-gum sorbic-acid to-preserve-freshness locust-bean-gum lactic-acid natural-flavors carrageenan polysorbate-80 vitamin-a-palmitate,-0.784035221574578,-0.7707894564703334,-0.3753544438740821,0.17399463996818418,-0.7955793848408075,-0.7004115095156422,6
2420,cultured-skim-milk whey salt modified-corn-starch cultured-dextrose titanium-dioxide color  guar-gum sorbic-acid to-preserve-freshness  locust-bean-gum lactic-acid carrageenan polysorbate-80 vitamin-a-palmitate,-0.8146171883598086,-0.7707894564703334,-0.4736807124096631,0.3647540520342765,-0.7955793848408075,-0.7004115095156422,6
2423,cultured-skim-milk whey salt modified-corn-starch cultured-dextrose titanium-dioxide color  guar-gum sorbic-acid to-preserve-freshness  locust-bean-gum lactic-acid carrageenan polysorbate-80 vitamin-a-palmitate,-0.8146171883598086,-0.7707894564703334,-0.4736807124096631,0.3647540520342765,-0.7955793848408075,-0.7004115095156422,6
2492,whey cream vinegar salt carrageenan,-0.8001852489780142,-0.7707894564703334,-0.3520227869334357,-0.19674681625066207,-0.5849416133919154,-0.3584453753281762,1
2537,pasteurized-part-skim-milk cheese-culture salt enzymes annatto for-color  vitamin-a-palmitate,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,1.6289393082688892,0.3245117918712907,1.3188843820293534,2
2538,pasteurized-part-skim-milk cheese-culture salt enzymes vitamin-a-palmitate,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,1.6289393082688892,0.3245117918712907,1.3188843820293534,2
2542,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222,1
2544,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2545,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2546,milk cream disodium-phosphate sodium-citrate,-0.8520715072316078,-0.7707894564703334,-0.43590564879147375,-0.7065163185515758,-0.2729050139998844,0.24211498429857206,1
2548,milk cream disodium-phosphate sodium-citrate,-0.8520715072316078,-0.7707894564703334,-0.43590564879147375,-0.7065163185515758,-0.2729050139998844,0.24211498429857206,1
2549,milk cream disodium-phosphate sodium-citrate,-0.8520715072316078,-0.7707894564703334,-0.43590564879147375,-0.7065163185515758,-0.2729050139998844,0.24211498429857206,1
2551,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2552,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222,1
2553,skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422,1
2555,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2556,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222,1
2557,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7412212502733515,-0.6128003511700931,1
2558,skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422,1
2561,milk cream corn-syrup sugar high-fructose-corn-syrup whey buttermilk cellulose-gel guar-gum natural-and-artificial-flavor cellulose-gum mono-and-diglycerides locust-bean-gum polysorbate-80 carrageenan annatto for-color ,-0.16105650492712634,-0.7707894564703334,0.6812363061523317,-0.7291487911695868,-0.3053108249920216,0.1827654899354581,1
2562,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2563,milk skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6868631157058955,-0.5237761096254222,1
2565,cream milk carrageenan mono-&-diglycerides polysorbate-80,-0.7373032273859109,-0.7707894564703334,-0.6208923573923127,-1.0654026700657495,0.9464942931719892,2.5963115940354253,2
2566,cream milk carrageenan mono-&-diglycerides polysorbate-80,-0.7373032273859109,-0.7707894564703334,-0.2503634245491909,-1.0654026700657495,0.7724437276819618,2.1257548887278794,2
2569,cream milk carrageenan mono-&-diglycerides polysorbate-80,-0.7373032273859109,-0.7707894564703334,-0.6208923573923127,-1.0654026700657495,0.9464942931719892,2.5963115940354253,2
2570,cream milk carrageenan mono-&-diglycerides polysorbate-80,-0.7373032273859109,-0.7707894564703334,-0.2503634245491909,-1.0654026700657495,0.7724437276819618,2.1257548887278794,2
2572,skim-milk high-fructose-corn-syrup sugar nonfat-milk cocoa-processed-with-alkali natural-and-artificial-flavor salt carrageenan vitamin-a-palmitate vitamin-d3,-0.4940219635213793,-0.6566338938345426,0.07350219441263836,-0.6612513733155538,-0.7412212502733515,-0.6128003511700931,1
2573,milk vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.6215288193507801,-0.406490204098316,1
2576,skim-milk vitamin-a-palmitate vitamin-d3,-0.7946873673087593,-0.7707894564703334,-0.36646619361097865,-0.7065163185515758,-0.7955793848408075,-0.7004115095156422,1
2593,pasteurized-milk cheese-culture salt enzymes annatto for-color ,-0.9664961694729765,-0.7707894564703334,-0.6208923573923127,1.6289393082688892,0.6741809459638683,1.9491194888376588,2
2594,pasteurized-milk cheese-culture salt enzymes annatto for-color ,-0.8592874769225051,-0.7707894564703334,-0.6208923573923127,1.6289393082688892,1.0013751021102864,1.9491194888376588,2
2628,skim-milk milk high-fructose-corn-syrup sugar cocoa-processed-with-alkali salt carrageenan artificial-flavor vitamin-a-palmitate vitamin-d3,-0.5084539029031735,-0.6566338938345426,0.07350219441263836,-0.7065163185515758,-0.7302450884856921,-0.5831256039885362,1
2631,skim-milk milk high-fructose-corn-syrup sugar cocoa-processed-with-alkali salt carrageenan artificial-flavor vitamin-a-palmitate vitamin-d3,-0.5084539029031735,-0.6566338938345426,0.07350219441263836,-0.7065163185515758,-0.7302450884856921,-0.5831256039885362,1
2632,skim-milk milk high-fructose-corn-syrup sugar cocoa-processed-with-alkali salt carrageenan artificial-flavor vitamin-a-palmitate vitamin-d3,-0.5084539029031735,-0.6566338938345426,0.07350219441263836,-0.7065163185515758,-0.7302450884856921,-0.5831256039885362,1
2634,skim-milk high-fructose-corn-syrup sugar cocoa-processed-with-alkali corn-starch salt artificial-flavor carrageenan vitamin-a-palmitate vitamin-d3,-0.4655017023621192,-0.7707894564703334,0.16627330653377986,-0.5717992196348438,-0.7412212502733515,-0.6128003511700931,1
